"concept_id_1","concept_name.x","total_patient_count","total_event_count","n","concepts","concepts2","percentile_rank","concept_code"
42538747,"Retained nonmagnetic foreign body in left eye",5488,15600,5,"65.1%~Retained (nonmagnetic) (old) foreign body in vitreous body, left eye (H44.752)45552709;2294 patients | 
23.9%~Unspecified retained (old) intraocular foreign body, nonmagnetic, left eye (H44.702)45543060;2245 patients | 
5.5%~Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, left eye (H44.792)45586480;603 patients | 
3.3%~Retained (nonmagnetic) (old) foreign body in posterior wall of globe, left eye (H44.742)45600939;187 patients | 
2.3%~Retained (nonmagnetic) (old) foreign body in iris or ciliary body, left eye (H44.722)45596112;159 patients","Retained (nonmagnetic) (old) foreign body in vitreous body, left eye | 
Unspecified retained (old) intraocular foreign body, nonmagnetic, left eye | 
Retained (old) intraocular foreign body, nonmagnetic, in other or multiple sites, left eye | 
Retained (nonmagnetic) (old) foreign body in posterior wall of globe, left eye | 
Retained (nonmagnetic) (old) foreign body in iris or ciliary body, left eye",0.337448559670782,"762525005"
35626042,"Moderate nonproliferative diabetic retinopathy of left eye",2561,12735,2,"68.6%~Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye (E08.3312)37200036;1444 patients | 
31.4%~Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye (E08.3392)37200040;1117 patients","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, left eye | 
Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye",0.316872427983539,"769186002"
1077051,"Mechanical lagophthalmos of right lower eyelid",6088,12012,1,"100%~Mechanical lagophthalmos right lower eyelid (H02.222)45595980;6088 patients","Mechanical lagophthalmos right lower eyelid",0.308641975308642,"334121000119103"
36712704,"Vitreomacular adhesion of bilateral eyes",6364,11574,1,"100%~Vitreomacular adhesion, unspecified eye (H43.829)45571987;6364 patients","Vitreomacular adhesion, unspecified eye",0.304526748971193,"10762111000119102"
1077021,"Mechanical ectropion of right upper eyelid",3622,11334,1,"100%~Mechanical ectropion of right upper eyelid (H02.121)45600823;3622 patients","Mechanical ectropion of right upper eyelid",0.297668038408779,"331571000119109"
1077094,"Mechanical lagophthalmos of left lower eyelid",5464,10803,1,"100%~Mechanical lagophthalmos left lower eyelid (H02.225)45566923;5464 patients","Mechanical lagophthalmos left lower eyelid",0.285322359396433,"339721000119101"
37109495,"Macular hole of right eye",1790,10488,1,"100%~Degenerative myopia with macular hole, right eye (H44.2B1)1326516;1790 patients","Degenerative myopia with macular hole, right eye",0.282578875171468,"677951000119109"
37109493,"Macular hole of left eye",1806,10044,1,"100%~Degenerative myopia with macular hole, left eye (H44.2B2)1326517;1806 patients","Degenerative myopia with macular hole, left eye",0.277091906721536,"677901000119105"
1077062,"Mechanical ectropion of left upper eyelid",2997,9757,1,"100%~Mechanical ectropion of left upper eyelid (H02.124)45542930;2997 patients","Mechanical ectropion of left upper eyelid",0.272976680384088,"337181000119105"
37207864,"Xanthoma of right lower eyelid",5537,9627,1,"100%~Xanthelasma of right lower eyelid (H02.62)45557285;5537 patients","Xanthelasma of right lower eyelid",0.271604938271605,"334051000119107"
37207924,"Xanthoma of left lower eyelid",5442,9386,1,"100%~Xanthelasma of left lower eyelid (H02.65)45586343;5442 patients","Xanthelasma of left lower eyelid",0.260631001371742,"339651000119100"
37207879,"Double pterygium of right eye",3704,8978,1,"100%~Double pterygium of right eye (H11.031)45591256;3704 patients","Double pterygium of right eye",0.253772290809328,"335351000119105"
37207939,"Double pterygium of left eye",3288,8051,1,"100%~Double pterygium of left eye (H11.032)45581577;3288 patients","Double pterygium of left eye",0.240054869684499,"340961000119102"
35626043,"Severe nonproliferative retinopathy of right eye due to diabetes mellitus",1183,7478,2,"67.5%~Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye (E08.3411)37200043;765 patients | 
32.5%~Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye (E08.3491)37200047;418 patients","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye | 
Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye",0.233196159122085,"769187006"
